age,experience_years,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,work_life_balance,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,burnout_score,gender_Male,education_level_Master,education_level_PhD,job_role_HR Executive,job_role_ML Engineer,job_role_Project Manager,job_role_Software Engineer,company_type_MNC,company_type_Startup,deadline_frequency_Low,deadline_frequency_Medium,remote_work_Yes,physical_activity_Yes,health_issues_Yes
26,7,11,1,13,6,4,7,1,2,5.4,1,7.1,0.45,True,False,False,False,False,False,False,False,True,False,False,True,True,False
51,29,8,3,5,2,4,5,1,3,4.1,4,7.0,0.146,False,False,True,False,False,False,True,False,True,False,False,True,True,True
53,17,8,6,10,5,1,14,2,3,5.3,5,8.2,0.652,True,True,False,True,False,False,False,True,False,True,False,True,True,True
29,3,11,6,13,9,3,12,2,4,7.4,1,5.1,0.826,False,False,False,False,True,False,False,True,False,True,False,True,False,False
31,21,11,1,19,6,5,6,2,4,6.0,4,5.2,0.578,False,True,False,False,False,False,False,False,False,True,False,True,False,False
59,2,11,5,28,6,1,6,5,2,2.9,2,5.3,0.541,False,True,False,False,False,False,True,False,False,False,True,False,True,True
53,14,10,6,25,7,2,13,1,1,6.0,3,6.2,0.931,True,False,True,False,False,True,False,False,False,False,False,True,True,False
49,34,7,6,2,5,5,5,2,2,0.8,2,8.0,0.0,True,True,False,False,True,False,False,False,False,False,False,True,False,False
38,32,9,4,15,3,4,17,4,4,0.1,2,8.0,0.0,False,False,False,False,False,False,True,False,True,False,False,True,True,False
52,13,11,1,15,3,2,18,2,1,4.0,3,6.9,0.416,True,True,False,False,False,True,False,False,False,True,False,False,True,False
29,0,7,5,6,5,4,14,1,3,7.6,1,7.1,0.429,False,True,False,False,False,False,True,True,False,True,False,False,True,True
46,25,10,5,7,4,4,8,4,3,8.2,3,8.1,0.463,False,False,False,False,True,False,False,True,False,False,False,True,False,False
30,7,9,3,26,5,4,17,1,5,5.5,4,7.0,0.446,True,True,False,True,False,False,False,True,False,False,True,False,True,True
23,15,7,4,27,9,5,4,1,4,8.7,2,5.4,0.685,True,True,False,True,False,False,False,False,False,True,False,False,False,True
36,9,9,5,3,5,2,14,1,5,1.3,3,7.3,0.138,True,False,False,False,False,True,False,False,True,False,False,False,False,False
24,25,8,4,11,4,2,12,3,2,9.6,5,7.6,0.785,True,True,False,True,False,False,False,False,True,False,False,True,False,False
57,27,11,3,11,4,4,6,4,2,9.2,3,7.0,0.718,False,False,False,False,True,False,False,False,False,False,False,True,True,True
25,11,8,1,9,1,1,10,5,1,6.0,3,5.6,0.385,True,False,False,False,False,True,False,False,False,False,True,False,True,True
35,19,6,6,11,10,3,17,5,4,0.6,4,6.1,0.345,True,False,False,False,False,False,True,True,False,False,False,False,True,False
46,13,10,6,10,4,1,18,3,1,4.5,2,6.4,0.523,False,False,False,False,False,False,False,True,False,True,False,True,True,False
31,34,11,2,10,4,5,15,1,1,1.8,4,5.1,0.512,True,True,False,False,False,False,True,False,True,False,True,True,False,False
42,28,7,2,14,9,3,17,5,2,6.3,4,6.3,0.676,True,False,False,False,True,False,False,True,False,False,True,False,True,False
57,11,9,2,5,4,1,16,4,2,1.9,5,5.1,0.503,True,True,False,False,False,True,False,True,False,False,False,True,True,True
33,17,6,6,28,7,2,17,2,4,4.8,4,6.5,0.478,True,False,False,False,False,False,True,False,False,True,False,False,True,True
48,1,10,4,26,1,1,14,4,2,2.1,4,4.7,0.349,False,False,True,False,False,True,False,False,True,True,False,True,True,True
23,1,10,2,10,7,4,13,1,4,1.8,5,8.3,0.381,False,True,False,True,False,False,False,False,False,False,False,True,False,False
34,16,10,1,1,2,5,5,4,5,2.5,1,5.5,0.0,True,True,False,False,False,False,False,False,True,False,False,True,False,True
53,9,7,5,23,8,1,16,1,3,0.3,4,6.4,0.474,True,False,False,False,True,False,False,False,False,True,False,True,False,True
52,17,11,4,21,1,1,4,4,5,7.2,3,4.6,0.529,False,False,False,False,False,False,True,False,True,False,True,False,False,False
37,21,8,6,26,10,3,5,3,2,3.1,4,5.3,0.765,True,False,False,False,False,False,False,True,False,False,True,True,False,True
53,18,6,1,8,3,4,11,4,3,7.0,2,7.3,0.133,True,False,True,False,True,False,False,False,True,False,False,True,False,True
53,0,7,6,10,8,3,13,5,3,6.5,3,4.9,0.457,True,False,False,False,True,False,False,False,True,False,False,True,True,False
55,23,9,4,15,10,5,5,2,1,0.7,3,7.0,0.517,True,True,False,True,False,False,False,False,False,True,False,True,True,True
32,24,7,4,12,8,5,7,3,3,3.1,1,4.5,0.23,True,True,False,False,False,True,False,False,True,True,False,True,False,True
31,30,9,4,12,5,4,11,4,4,5.7,2,6.4,0.321,True,False,False,False,False,True,False,False,True,True,False,False,False,False
36,30,9,3,21,5,3,12,1,2,9.2,2,7.4,0.604,True,True,False,False,False,False,False,False,True,True,False,False,False,False
38,1,10,5,21,8,4,8,3,2,4.0,2,8.2,0.407,True,True,False,True,False,False,False,False,False,False,False,True,True,True
39,18,7,2,27,10,3,8,5,1,5.0,4,6.5,0.705,True,True,False,False,True,False,False,False,True,False,False,False,False,False
30,11,8,3,17,5,2,13,2,1,7.5,4,7.9,0.647,False,False,False,True,False,False,False,False,False,True,False,True,False,False
46,9,9,5,20,9,4,19,2,2,8.0,3,7.7,0.751,False,False,False,True,False,False,False,True,False,False,False,False,True,True
35,30,10,6,24,1,5,4,4,1,9.2,1,5.7,0.301,False,False,False,False,False,False,False,False,False,False,False,True,False,True
46,21,8,2,0,5,3,11,5,3,5.0,4,8.0,0.422,True,True,False,False,False,True,False,False,True,True,False,True,True,True
43,22,7,3,19,3,2,7,5,3,1.9,4,7.1,0.023,True,True,False,True,False,False,False,True,False,False,True,False,False,False
51,22,8,3,9,3,5,8,2,4,7.6,1,4.9,0.227,False,False,False,True,False,False,False,False,True,False,True,True,True,True
41,14,7,1,25,2,3,6,2,1,1.3,2,8.3,0.0,True,False,True,True,False,False,False,False,False,True,False,True,True,False
42,25,9,3,29,3,2,11,5,2,4.2,3,5.2,0.319,False,False,False,False,False,False,True,True,False,False,True,True,True,False
53,2,6,4,18,7,5,7,2,5,6.3,4,6.4,0.464,True,False,True,True,False,False,False,True,False,False,False,True,True,False
42,22,6,6,16,8,5,6,1,2,6.9,1,6.4,0.554,False,False,True,True,False,False,False,True,False,False,True,True,False,False
56,19,11,3,0,8,2,11,2,5,7.3,1,7.0,0.663,False,False,True,False,True,False,False,False,True,True,False,False,False,True
53,7,11,4,0,8,5,13,1,5,1.9,2,7.2,0.201,False,True,False,False,False,False,True,True,False,True,False,False,True,True
51,17,9,5,16,1,3,18,2,4,9.8,5,5.4,0.638,True,False,False,True,False,False,False,True,False,False,True,False,False,False
33,5,8,5,14,7,3,4,3,5,1.8,5,5.9,0.335,False,False,False,True,False,False,False,True,False,False,True,False,True,False
39,26,7,4,28,2,5,18,3,3,1.0,5,5.1,0.061,True,True,False,False,False,False,False,True,False,False,False,True,False,False
42,14,6,1,1,10,1,12,3,3,6.6,5,5.0,0.932,True,False,False,False,False,False,False,False,False,False,True,True,False,False
34,4,7,1,10,4,2,6,1,4,9.1,4,7.8,0.712,True,False,False,False,False,False,True,False,True,False,True,False,True,False
42,8,9,5,20,5,1,14,1,2,5.6,1,7.5,0.472,True,True,False,False,True,False,False,False,True,False,True,True,False,True
29,6,8,6,1,1,3,11,4,2,6.0,3,6.3,0.199,True,False,False,False,False,False,True,True,False,False,False,False,False,True
28,19,7,3,19,4,5,15,4,2,5.4,4,4.9,0.346,True,False,True,False,False,False,True,False,False,False,True,True,True,False
44,9,8,5,8,4,4,7,2,2,0.4,5,6.3,0.196,True,True,False,False,False,False,False,True,False,False,False,True,False,True
53,25,6,5,18,9,4,4,1,3,6.8,3,5.7,0.718,False,True,False,False,False,False,False,False,True,False,False,False,True,False
32,3,7,4,1,9,1,5,3,3,3.6,3,7.6,0.531,False,True,False,False,True,False,False,False,True,True,False,False,True,True
43,23,10,1,15,10,1,10,3,4,9.4,5,4.9,1.0,False,False,True,True,False,False,False,False,True,True,False,False,False,True
43,13,6,6,19,1,1,8,3,4,1.9,3,6.3,0.083,True,True,False,False,True,False,False,True,False,False,False,False,False,False
46,0,8,4,8,8,3,7,2,4,3.0,4,6.9,0.361,True,True,False,True,False,False,False,True,False,False,False,False,True,True
43,16,9,5,19,4,3,6,1,2,5.0,2,8.4,0.499,True,False,False,False,False,True,False,False,False,False,False,False,True,True
49,23,10,2,27,4,5,18,2,2,4.8,4,4.9,0.52,True,False,True,False,False,False,False,False,False,True,False,False,False,False
50,26,11,3,20,5,3,10,5,3,4.0,4,5.0,0.395,False,True,False,False,False,True,False,False,True,False,False,True,True,True
34,6,7,5,3,2,5,14,5,3,3.1,2,8.5,0.0,True,False,False,False,False,True,False,False,True,True,False,False,True,False
39,8,11,4,28,1,5,7,4,1,1.5,5,6.1,0.038,False,False,False,False,False,False,False,False,False,True,False,False,False,False
23,34,6,2,23,5,1,7,1,1,8.2,5,7.5,0.764,True,True,False,False,False,True,False,False,True,False,False,False,True,False
50,11,7,2,29,7,4,15,3,2,4.5,2,7.6,0.287,False,False,False,False,False,False,True,False,False,False,False,True,True,True
42,20,7,5,12,10,1,13,1,3,5.7,4,5.8,1.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False
36,2,10,6,14,9,3,13,4,2,5.5,1,5.4,0.654,False,False,True,False,True,False,False,False,True,True,False,True,True,False
48,14,10,1,19,2,2,9,3,5,5.8,3,5.6,0.378,True,False,False,False,False,False,False,False,True,False,True,False,False,False
52,20,10,2,1,8,3,19,2,1,7.0,3,7.6,0.748,False,True,False,False,False,False,True,False,False,False,False,True,True,False
36,9,10,3,27,7,4,7,3,4,6.3,3,7.9,0.639,True,False,False,False,True,False,False,True,False,False,True,False,True,False
44,32,9,4,19,2,3,8,5,2,2.7,1,7.3,0.025,False,True,False,False,True,False,False,False,True,False,True,False,False,True
45,5,8,4,17,5,4,11,2,5,5.5,4,6.3,0.334,False,False,False,False,True,False,False,False,True,False,True,True,True,False
34,1,10,4,24,7,2,19,3,4,2.4,5,5.6,0.523,True,True,False,False,False,True,False,False,False,False,True,False,False,False
43,28,6,5,26,3,2,11,2,5,5.9,2,6.2,0.165,False,False,False,False,False,True,False,True,False,False,True,True,True,True
58,32,7,4,29,2,5,3,5,3,4.3,3,8.2,0.0,True,False,False,False,False,True,False,False,False,True,False,True,True,True
54,3,11,4,23,6,3,15,5,3,0.4,1,8.0,0.026,True,False,False,False,False,True,False,True,False,True,False,True,False,False
24,3,10,3,8,10,5,10,1,3,7.3,2,5.8,0.773,True,False,False,False,False,False,True,True,False,True,False,True,False,False
40,28,6,1,19,6,1,16,5,4,2.7,4,5.8,0.378,False,True,False,False,False,True,False,False,False,False,True,False,False,True
44,19,9,6,0,4,1,5,5,4,9.2,1,7.6,0.445,False,False,False,False,False,False,False,False,False,True,False,True,False,False
50,22,6,5,2,1,1,6,5,3,2.8,1,6.2,0.0,True,True,False,False,True,False,False,True,False,False,False,True,False,True
51,17,11,5,22,5,1,13,4,4,10.0,2,6.8,0.751,True,False,True,False,False,False,True,False,False,False,True,False,False,True
46,24,11,4,16,1,1,9,5,3,4.6,2,6.2,0.298,False,True,False,False,False,True,False,False,True,False,False,False,False,False
58,0,6,3,10,8,3,7,1,2,0.3,3,5.5,0.319,False,False,True,False,True,False,False,False,True,False,True,True,True,True
29,14,9,2,23,2,5,4,2,3,0.8,4,5.3,0.044,False,False,True,False,False,False,True,False,True,False,True,True,True,False
37,33,11,4,24,9,5,8,4,1,0.8,2,5.1,0.495,True,False,False,False,True,False,False,False,True,False,True,True,False,True
29,19,9,4,7,9,4,7,2,2,0.6,3,4.5,0.537,True,False,False,False,False,False,True,False,True,False,True,True,True,False
22,26,7,5,20,3,1,17,2,3,2.7,3,5.6,0.185,True,True,False,True,False,False,False,False,False,False,False,False,False,True
26,21,10,5,11,6,2,13,1,1,3.2,2,5.2,0.457,True,False,True,False,False,False,True,True,False,False,True,True,False,True
24,4,11,4,10,9,4,7,4,3,1.1,1,5.5,0.419,True,False,True,False,False,True,False,False,False,False,True,False,True,True
22,33,6,5,29,7,4,10,3,2,4.4,1,4.8,0.334,False,False,False,False,True,False,False,False,True,True,False,False,True,True
25,2,8,3,27,4,3,13,5,3,3.7,1,5.9,0.138,True,False,False,False,True,False,False,False,True,False,True,False,True,True
56,16,8,2,12,3,4,19,2,4,6.4,3,6.6,0.403,False,False,False,False,True,False,False,False,False,False,True,True,False,True
53,23,7,2,14,2,2,16,2,3,2.0,1,8.3,0.0,False,True,False,False,False,False,False,False,False,False,True,True,False,True
55,23,8,2,24,10,5,4,1,2,9.1,4,5.9,0.974,True,True,False,False,False,False,False,True,False,False,True,False,False,True
46,2,7,4,19,10,4,9,1,5,5.2,1,4.6,0.529,False,False,False,False,False,True,False,False,True,False,True,True,True,True
31,6,10,6,24,1,3,3,1,3,6.2,1,5.9,0.403,True,False,False,True,False,False,False,False,False,False,True,False,False,True
42,24,7,4,16,10,1,17,4,4,0.4,3,7.8,0.314,False,True,False,False,False,False,False,True,False,False,False,False,False,True
48,2,9,4,11,1,2,3,5,2,5.6,5,5.9,0.409,True,True,False,False,False,False,True,False,True,False,False,True,False,True
48,14,9,3,26,4,1,19,4,1,3.7,4,5.7,0.507,True,False,False,False,False,True,False,False,True,False,True,True,False,False
23,28,9,2,18,4,4,9,1,5,9.2,3,8.2,0.528,False,False,True,True,False,False,False,False,True,False,False,False,False,False
34,28,11,5,19,9,5,18,1,3,8.9,4,5.7,0.971,True,True,False,False,False,False,True,False,False,True,False,False,False,True
30,9,9,5,10,10,3,4,2,2,6.4,4,8.4,0.713,False,True,False,False,True,False,False,False,True,True,False,False,False,True
57,31,9,1,9,1,2,17,4,4,7.7,1,7.8,0.235,True,True,False,False,False,False,False,False,True,False,True,True,True,False
43,22,9,1,16,4,5,13,4,4,6.4,4,7.2,0.167,True,False,False,False,False,False,True,True,False,False,True,True,True,True
47,8,9,6,27,3,2,4,5,2,0.2,1,6.9,0.035,True,False,False,True,False,False,False,False,False,False,False,True,False,True
33,13,11,5,21,9,3,13,4,4,7.0,4,5.4,0.801,False,True,False,False,False,True,False,True,False,True,False,False,False,True
38,3,9,2,12,5,3,18,5,5,1.8,5,7.4,0.198,False,False,False,False,False,False,True,False,False,False,True,True,True,False
35,19,9,4,15,9,4,4,3,1,6.8,4,5.9,0.902,True,True,False,False,False,True,False,False,True,True,False,False,True,True
35,27,10,5,19,10,2,18,5,4,0.1,2,6.4,0.389,False,True,False,False,True,False,False,True,False,False,False,False,False,False
55,13,11,6,19,6,4,10,1,4,3.1,1,4.9,0.497,True,True,False,True,False,False,False,False,False,False,True,True,True,True
41,33,9,6,16,9,2,7,3,1,5.2,5,5.7,0.888,False,False,False,True,False,False,False,False,False,False,True,False,True,False
32,12,7,5,4,1,2,10,2,5,3.3,1,6.6,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
37,30,10,1,8,4,1,16,2,5,6.9,5,6.4,0.699,True,True,False,True,False,False,False,False,True,True,False,False,False,True
52,32,11,2,21,4,4,16,2,5,5.2,1,5.9,0.306,True,False,False,False,False,False,True,True,False,False,False,True,False,False
27,27,8,5,23,10,2,7,1,4,9.6,2,6.4,0.959,True,True,False,False,False,False,True,True,False,True,False,False,False,False
40,24,6,4,26,10,2,12,2,4,3.6,2,7.5,0.383,True,True,False,False,False,False,True,False,False,True,False,False,False,True
58,31,11,4,3,6,3,17,5,5,7.2,5,6.3,0.709,True,False,False,False,True,False,False,True,False,False,True,True,False,False
25,8,10,3,8,10,1,15,1,4,8.4,3,6.5,1.0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
25,27,9,4,15,1,3,11,4,3,2.5,1,7.3,0.0,False,False,False,True,False,False,False,True,False,False,False,True,False,True
41,30,10,5,6,10,4,11,1,4,7.5,3,7.9,0.795,True,False,False,False,False,False,True,True,False,False,True,True,True,False
31,16,6,5,13,5,4,11,1,5,3.9,4,6.6,0.242,True,False,True,False,False,False,False,False,False,False,False,False,True,False
45,22,6,4,13,3,2,7,4,2,1.3,2,8.3,0.0,True,False,True,False,False,False,False,False,True,False,True,False,False,False
56,12,11,1,6,1,5,8,5,5,0.0,1,5.9,0.0,False,True,False,True,False,False,False,False,False,False,True,True,False,False
47,9,9,2,23,6,3,12,3,2,7.4,2,5.5,0.559,True,False,True,True,False,False,False,False,True,False,False,False,True,True
58,15,9,6,15,3,4,12,4,4,1.9,4,7.3,0.139,True,True,False,False,False,True,False,False,True,False,False,False,False,True
59,5,7,5,17,4,2,8,1,4,0.5,5,5.2,0.337,False,False,False,True,False,False,False,False,False,False,False,False,True,True
42,10,6,4,27,9,2,3,2,2,5.0,1,8.1,0.464,False,False,False,False,False,False,True,True,False,False,False,False,False,False
42,2,9,6,5,2,3,15,4,5,3.5,1,6.0,0.0,False,False,True,False,True,False,False,False,False,True,False,True,True,False
31,27,6,4,6,1,2,10,4,1,6.9,1,7.3,0.079,False,False,False,True,False,False,False,True,False,False,True,True,False,False
59,14,7,5,18,10,1,15,3,1,1.1,5,6.8,0.668,True,True,False,True,False,False,False,False,False,False,True,False,False,False
25,12,8,3,7,6,5,8,1,5,1.3,2,4.7,0.056,False,True,False,False,False,False,True,False,False,False,True,True,True,True
41,16,6,2,0,1,3,14,2,4,4.0,5,7.3,0.136,False,True,False,False,False,True,False,True,False,False,True,True,False,False
38,6,7,5,16,1,3,17,2,2,5.2,2,7.7,0.139,True,False,False,True,False,False,False,True,False,True,False,True,True,True
28,27,7,6,25,7,3,10,3,2,8.2,1,8.4,0.501,True,False,False,False,False,False,False,True,False,False,False,False,True,True
25,12,7,4,18,2,2,13,2,5,5.9,5,6.2,0.363,True,False,False,False,False,False,False,False,False,False,False,True,True,False
50,16,10,3,21,4,2,11,5,5,9.0,4,6.5,0.632,False,True,False,False,False,False,False,True,False,False,False,True,True,False
35,14,11,5,6,4,3,13,4,3,2.2,5,8.0,0.217,True,True,False,False,True,False,False,True,False,False,True,True,True,True
24,27,9,2,17,2,3,8,4,2,6.0,2,5.6,0.419,False,True,False,False,True,False,False,True,False,True,False,True,True,False
45,14,6,3,29,6,1,17,2,3,6.6,1,5.3,0.51,False,True,False,True,False,False,False,False,True,True,False,True,False,False
58,10,11,6,5,10,4,19,2,4,7.3,2,5.0,0.839,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,30,10,4,27,2,1,14,2,2,9.9,3,8.4,0.652,True,False,True,True,False,False,False,True,False,False,True,False,True,False
25,3,6,1,20,8,3,4,4,5,4.7,1,5.6,0.301,False,True,False,False,True,False,False,True,False,False,False,True,True,True
45,34,11,2,5,4,2,6,2,5,3.7,4,7.5,0.411,True,False,False,True,False,False,False,False,True,False,True,False,False,False
55,33,10,3,0,1,2,5,5,4,8.5,4,6.3,0.372,True,False,False,False,False,False,True,False,True,False,False,True,False,True
51,26,9,5,29,7,3,4,5,1,1.8,3,5.5,0.447,True,True,False,False,False,True,False,True,False,False,False,False,True,True
39,9,7,5,9,6,4,7,4,3,0.4,2,8.2,0.031,False,False,True,False,False,False,False,True,False,True,False,False,True,False
40,29,11,3,22,6,5,19,1,5,4.4,4,6.4,0.458,False,False,False,False,False,False,False,True,False,False,True,False,False,False
52,19,11,5,7,3,5,18,1,2,2.5,2,6.8,0.106,False,True,False,False,False,False,True,True,False,True,False,False,False,False
40,28,6,3,29,10,1,18,1,2,4.0,1,5.4,0.617,True,False,False,True,False,False,False,False,True,True,False,False,False,False
40,28,7,2,6,7,4,14,5,2,9.9,5,5.8,0.741,False,False,False,False,True,False,False,True,False,False,False,False,True,False
43,22,9,5,8,6,5,6,3,4,3.5,1,7.5,0.153,False,True,False,True,False,False,False,False,True,False,True,False,True,True
45,20,6,2,0,10,4,19,1,1,7.1,2,5.9,0.742,False,True,False,True,False,False,False,False,False,False,True,True,True,False
33,9,8,4,25,10,2,4,3,3,2.5,3,6.5,0.56,False,True,False,False,False,False,False,False,True,False,False,True,False,True
51,11,8,4,24,9,2,7,4,2,3.0,1,5.0,0.588,False,False,False,False,False,False,False,False,False,False,False,True,True,False
59,29,8,4,10,3,4,3,5,2,2.4,4,7.9,0.089,True,False,False,False,True,False,False,False,True,False,False,True,False,True
52,32,9,4,26,3,3,16,1,5,5.7,1,7.5,0.15,True,False,False,False,False,False,False,False,True,False,True,True,False,True
57,17,8,5,28,4,5,11,5,1,2.3,1,7.5,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
40,13,11,3,2,3,5,19,4,5,7.2,1,5.2,0.288,True,False,False,False,False,False,True,True,False,False,False,False,True,True
57,21,6,5,17,4,2,14,5,4,6.8,3,6.5,0.262,False,False,False,False,True,False,False,False,True,True,False,False,False,True
51,20,11,6,5,6,1,14,2,4,4.2,2,4.6,0.689,True,False,False,False,False,False,True,True,False,False,False,True,True,False
54,0,8,5,10,1,5,17,1,3,0.3,3,5.8,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False
39,14,6,2,4,2,2,18,5,4,0.2,4,5.9,0.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False
49,21,11,3,19,10,2,16,5,3,5.3,2,8.2,0.637,True,False,False,False,False,False,True,False,False,False,False,True,False,False
32,31,9,1,3,6,4,14,5,5,8.4,4,8.5,0.514,True,False,False,False,True,False,False,False,True,False,True,True,False,True
54,32,7,1,7,6,4,13,4,2,6.0,2,7.0,0.382,False,True,False,True,False,False,False,True,False,True,False,False,True,True
38,22,11,3,9,1,4,17,1,2,4.4,2,6.6,0.296,False,False,False,False,True,False,False,False,False,True,False,False,False,False
27,1,10,1,28,6,1,10,1,1,8.8,1,6.3,0.851,True,True,False,True,False,False,False,False,False,False,True,False,False,False
25,1,8,3,2,9,5,19,2,4,2.0,1,4.6,0.243,False,False,False,False,True,False,False,False,True,False,False,False,False,False
41,28,10,2,12,8,1,10,2,1,3.6,3,7.7,0.633,True,False,False,False,True,False,False,False,True,False,True,True,True,False
48,2,7,2,16,10,1,6,5,1,5.7,2,7.2,0.656,True,False,False,False,False,False,False,False,False,False,False,True,True,True
36,6,9,5,4,5,4,12,1,2,2.9,4,7.1,0.332,True,False,False,True,False,False,False,True,False,False,False,True,True,False
27,28,11,1,7,4,2,8,1,4,10.0,1,7.7,0.845,False,True,False,False,False,True,False,False,True,False,False,False,False,True
35,22,9,3,18,6,3,8,5,2,4.5,4,8.2,0.495,True,False,True,False,True,False,False,False,False,False,True,False,False,False
32,15,7,2,17,5,2,19,3,1,0.5,1,6.1,0.191,True,False,False,False,False,False,True,True,False,True,False,True,True,False
30,30,10,5,0,6,2,10,1,4,1.8,2,6.2,0.446,True,False,False,False,False,False,False,False,True,False,True,False,False,True
47,33,11,1,28,10,2,15,5,2,5.3,4,8.4,0.866,False,True,False,False,False,False,False,False,False,False,False,False,True,True
37,0,8,1,3,3,2,17,5,3,5.5,3,7.2,0.241,True,False,False,False,True,False,False,False,False,False,True,True,False,False
26,17,6,1,26,7,1,6,3,3,9.8,3,7.9,0.795,False,True,False,False,False,True,False,False,True,True,False,True,False,True
31,14,9,2,17,8,4,17,2,5,6.0,3,5.4,0.584,True,False,False,False,False,False,False,True,False,False,True,False,True,False
24,16,7,2,13,5,4,16,5,5,6.7,1,5.8,0.13,False,False,True,True,False,False,False,True,False,True,False,True,True,True
34,9,11,1,23,5,2,13,1,4,2.1,1,6.1,0.362,True,False,False,False,True,False,False,False,False,True,False,False,True,True
51,19,10,2,10,4,3,19,2,5,1.1,3,5.8,0.193,True,False,False,False,True,False,False,True,False,False,False,False,True,True
27,5,8,1,28,10,5,12,2,4,6.0,4,8.0,0.563,False,False,True,False,False,True,False,False,False,True,False,False,False,True
38,7,10,4,25,5,2,8,2,1,8.6,1,6.5,0.774,False,True,False,True,False,False,False,False,True,False,True,False,False,True
40,33,8,2,27,10,2,8,5,3,5.9,3,8.3,0.622,True,True,False,True,False,False,False,True,False,False,True,False,True,True
56,31,11,3,8,8,3,3,1,4,4.4,1,5.8,0.582,False,True,False,False,False,True,False,False,True,False,False,False,True,True
47,3,6,2,12,5,1,7,3,1,5.8,5,4.6,0.81,True,True,False,False,False,False,True,False,False,False,True,True,False,True
26,19,6,1,25,9,2,6,4,3,4.7,4,5.1,0.689,True,False,False,True,False,False,False,False,True,False,False,True,True,False
50,23,7,3,16,1,3,13,4,2,1.4,2,5.4,0.0,True,True,False,False,False,False,True,True,False,False,True,False,False,False
58,23,7,5,14,7,1,19,2,1,7.4,4,7.1,0.764,False,False,False,False,False,False,True,False,True,False,True,False,False,False
41,25,8,3,1,5,1,9,4,2,5.3,2,5.2,0.516,True,True,False,False,True,False,False,True,False,True,False,False,True,False
42,24,8,3,5,4,2,5,4,5,4.0,3,6.0,0.333,False,False,True,False,True,False,False,True,False,True,False,True,True,True
31,6,8,2,28,3,1,4,5,4,5.6,1,7.7,0.04,True,False,False,False,False,False,False,True,False,True,False,False,True,True
26,9,8,6,25,10,2,10,3,3,2.4,3,5.0,0.602,False,False,False,False,True,False,False,True,False,False,True,True,False,False
57,11,11,3,27,7,2,7,4,5,4.3,2,4.8,0.561,False,False,False,True,False,False,False,True,False,False,False,True,False,True
27,0,11,3,6,2,4,7,3,1,6.2,5,6.7,0.542,True,False,False,True,False,False,False,False,False,False,False,False,False,False
47,24,6,1,1,5,5,12,4,5,2.3,2,7.3,0.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False
25,15,7,2,23,2,5,14,2,2,7.5,1,8.1,0.106,True,False,False,True,False,False,False,False,False,True,False,True,True,False
56,4,7,1,12,7,4,19,2,2,5.2,5,7.1,0.466,True,False,False,False,True,False,False,False,True,False,True,True,True,False
22,18,9,2,9,6,2,16,3,4,8.6,1,8.3,0.599,True,True,False,False,True,False,False,False,True,True,False,False,False,True
45,3,7,5,15,10,3,7,3,5,8.5,5,5.5,0.878,True,False,True,False,True,False,False,False,True,False,True,True,False,True
57,5,7,6,8,7,1,7,3,3,4.9,1,5.9,0.563,True,True,False,False,False,True,False,False,False,False,True,False,True,False
27,25,10,3,7,9,4,8,3,2,2.0,2,7.9,0.422,False,True,False,True,False,False,False,True,False,False,True,True,True,True
52,8,10,2,24,2,4,17,1,1,7.4,2,7.7,0.412,True,True,False,False,False,False,False,True,False,True,False,True,False,True
41,13,9,3,14,9,4,7,2,5,4.2,2,7.2,0.342,False,False,True,True,False,False,False,False,False,False,True,True,False,True
45,8,8,3,21,7,4,10,4,3,5.9,2,6.5,0.514,False,True,False,True,False,False,False,True,False,True,False,True,True,False
46,14,9,4,26,2,5,3,1,3,1.1,5,4.6,0.301,True,True,False,False,False,True,False,False,True,True,False,True,True,False
57,19,9,1,6,10,2,5,3,3,6.3,4,5.6,0.955,False,False,False,True,False,False,False,True,False,False,True,False,True,True
42,7,6,6,21,2,4,17,4,3,3.7,4,5.1,0.11,True,False,False,False,False,False,True,True,False,False,True,False,False,True
51,31,11,2,22,4,4,6,2,2,3.3,3,4.7,0.42,False,True,False,False,True,False,False,True,False,False,True,True,False,True
45,20,7,5,18,2,4,4,3,4,9.8,4,7.6,0.521,False,False,True,False,True,False,False,False,True,True,False,True,True,False
51,18,6,6,3,1,3,19,5,5,4.3,3,5.0,0.01,False,False,True,False,False,True,False,True,False,False,True,True,False,False
43,28,11,4,8,6,3,14,3,2,6.8,2,5.9,0.625,True,False,True,False,True,False,False,True,False,False,True,True,True,False
49,30,7,1,18,10,1,10,4,4,6.3,1,8.4,0.518,False,True,False,False,False,False,True,True,False,False,False,False,False,True
28,5,9,5,1,5,2,7,2,3,1.0,4,6.1,0.253,True,True,False,False,False,True,False,False,False,False,False,False,False,True
56,3,7,5,27,3,4,12,3,1,7.5,4,5.1,0.539,False,True,False,False,False,False,False,False,False,False,False,True,True,False
